gene	ontology	GO_id	GO_name
fig|657315.3.peg.1	BP	GO:0009372	quorum sensing
fig|657315.3.peg.1	MF	GO:0008233	peptidase activity
fig|657315.3.peg.1	CC	GO:0016021	integral component of membrane
fig|657315.3.peg.2815|ROI_17140	BP	0009066	aspartate family amino acid metabolic process	2.470594517286576	0.532927174175	20
fig|657315.3.peg.2815|ROI_17140	BP	0006575	cellular modified amino acid metabolic process	2.469833184424075	0.532892006478	21
fig|657315.3.peg.2815|ROI_17140	BP	0009119	ribonucleoside metabolic process	2.3587235014706343	0.527700138857	22
fig|657315.3.peg.2815|ROI_17140	BP	0044272	sulfur compound biosynthetic process	2.2637086433042817	0.523162490774	23
fig|657315.3.peg.2815|ROI_17140	BP	0009116	nucleoside metabolic process	2.200426904223876	0.520087298694	24
fig|657315.3.peg.2815|ROI_17140	BP	1901657	glycosyl compound metabolic process	2.1877815957431137	0.519467518248	25
fig|657315.3.peg.2815|ROI_17140	BP	0006790	sulfur compound metabolic process	2.089245780568232	0.514575325757	26
fig|657315.3.peg.2815|ROI_17140	BP	1901607	alpha-amino acid biosynthetic process	1.8735959383278393	0.503448831724	27
fig|657315.3.peg.2815|ROI_17140	BP	0008652	cellular amino acid biosynthetic process	1.8033328124255015	0.499686506758	28
fig|657315.3.peg.2815|ROI_17140	BP	0006732	coenzyme metabolic process	1.7941379887515811	0.49918877341	29
fig|657315.3.peg.2815|ROI_17140	BP	1901605	alpha-amino acid metabolic process	1.6916928150042867	0.493554513545	30
fig|657315.3.peg.2815|ROI_17140	BP	0051186	cofactor metabolic process	1.604992038162261	0.488651383089	31
fig|657315.3.peg.2815|ROI_17140	BP	0046394	carboxylic acid biosynthetic process	1.5720404602246485	0.486753266668	32
fig|657315.3.peg.2815|ROI_17140	BP	0016053	organic acid biosynthetic process	1.5699314547111922	0.486631106897	33
fig|657315.3.peg.2815|ROI_17140	BP	0072521	purine-containing compound metabolic process	1.5404906042865356	0.484917160753	34
fig|657315.3.peg.2815|ROI_17140	BP	0006520	cellular amino acid metabolic process	1.476265198633599	0.481120401976	35
fig|657315.3.peg.2815|ROI_17140	BP	0017144	drug metabolic process	1.3988538404479622	0.476432616216	36
fig|657315.3.peg.2815|ROI_17140	BP	0044283	small molecule biosynthetic process	1.3605134617772963	0.474062805052	37
fig|657315.3.peg.2815|ROI_17140	BP	0055086	nucleobase-containing small molecule metabolic process	1.3234153611155388	0.471737777149	38
fig|657315.3.peg.2815|ROI_17140	BP	1901135	carbohydrate derivative metabolic process	1.245479942621363	0.46674475755	39
fig|657315.3.peg.2815|ROI_17140	BP	0019752	carboxylic acid metabolic process	1.2434823594420703	0.466614756349	40
fig|657315.3.peg.2815|ROI_17140	BP	0043436	oxoacid metabolic process	1.2351461867212734	0.466071114083	41
fig|657315.3.peg.2815|ROI_17140	BP	0006082	organic acid metabolic process	1.2294977361008539	0.465701707911	42
fig|657315.3.peg.2815|ROI_17140	BP	0044281	small molecule metabolic process	0.880826561521378	0.440973627785	43
fig|657315.3.peg.2815|ROI_17140	BP	1901566	organonitrogen compound biosynthetic process	0.8629451979829993	0.439583313004	44
fig|657315.3.peg.2815|ROI_17140	BP	0006139	nucleobase-containing compound metabolic process	0.7919982974349348	0.433919703547	45
fig|657315.3.peg.2815|ROI_17140	BP	0006725	cellular aromatic compound metabolic process	0.720347032322702	0.427935974035	46
fig|657315.3.peg.2815|ROI_17140	BP	0046483	heterocycle metabolic process	0.7192561554952759	0.427842625831	47
fig|657315.3.peg.2815|ROI_17140	BP	1901360	organic cyclic compound metabolic process	0.7065792596067205	0.426752606664	48
fig|657315.3.peg.2815|ROI_17140	BP	0044249	cellular biosynthetic process	0.6903896402933062	0.425346228295	49
fig|657315.3.peg.2815|ROI_17140	BP	1901576	organic substance biosynthetic process	0.6797225835109822	0.424410561009	50
fig|657315.3.peg.2815|ROI_17140	BP	0009058	biosynthetic process	0.6583320855170358	0.422511891133	51
fig|657315.3.peg.2815|ROI_17140	BP	0034641	cellular nitrogen compound metabolic process	0.574184485138942	0.414725244683	52
fig|657315.3.peg.2815|ROI_17140	BP	1901564	organonitrogen compound metabolic process	0.5588064760698286	0.413241878034	53
fig|657315.3.peg.2815|ROI_17140	BP	0006807	nitrogen compound metabolic process	0.390759882890835	0.395465666644	54
fig|657315.3.peg.2815|ROI_17140	BP	0044238	primary metabolic process	0.3538735751310611	0.391075521645	55
fig|657315.3.peg.2815|ROI_17140	BP	0044237	cellular metabolic process	0.3360000190683851	0.38886591853	56
fig|657315.3.peg.2815|ROI_17140	BP	0071704	organic substance metabolic process	0.3085432978097336	0.38535377046	57
fig|657315.3.peg.2815|ROI_17140	BP	0009987	cellular process	0.2414307041848706	0.37604488905	58
fig|657315.3.peg.2815|ROI_17140	BP	0008152	metabolic process	0.18382575098553028	0.366954362587	59
fig|657315.3.peg.2815|ROI_17140	BP	0006413	translational initiation	0.11199085195577982	0.353291229779	60
fig|657315.3.peg.2815|ROI_17140	BP	0006412	translation	0.04746053795022014	0.33633245833	61
fig|657315.3.peg.2815|ROI_17140	BP	0043043	peptide biosynthetic process	0.047268025908305616	0.336268238483	62
fig|657315.3.peg.2815|ROI_17140	BP	0006518	peptide metabolic process	0.04699936834030305	0.33617839835	63
fig|657315.3.peg.2815|ROI_17140	BP	0043604	amide biosynthetic process	0.04566664928017426	0.335728886436	64
fig|657315.3.peg.2815|ROI_17140	BP	0043603	cellular amide metabolic process	0.04442932030436012	0.335305638976	65
fig|657315.3.peg.2815|ROI_17140	BP	0034645	cellular macromolecule biosynthetic process	0.03815888355691036	0.333063802079	66
fig|657315.3.peg.2815|ROI_17140	BP	0010467	gene expression	0.037943102235898224	0.332983492397	67
fig|657315.3.peg.2815|ROI_17140	BP	0044267	cellular protein metabolic process	0.0376945448470195	0.332890700537	68
fig|657315.3.peg.2815|ROI_17140	BP	0009059	macromolecule biosynthetic process	0.03769025134726824	0.332889094997	69
fig|657315.3.peg.2815|ROI_17140	BP	0044271	cellular nitrogen compound biosynthetic process	0.03271821553869838	0.330964033333	70
fig|657315.3.peg.2815|ROI_17140	BP	0019538	protein metabolic process	0.03243169501173051	0.33084878053	71
fig|657315.3.peg.2815|ROI_17140	BP	0044260	cellular macromolecule metabolic process	0.02721355831806824	0.328652965131	72
fig|657315.3.peg.2815|ROI_17140	BP	0043170	macromolecule metabolic process	0.02171888190352584	0.326098599392	73
fig|657315.3.peg.2816|ROI_17150	MF	0051536	iron-sulfur cluster binding	1.9649350608538645	0.508235757265	1
fig|657315.3.peg.2816|ROI_17150	MF	0051540	metal cluster binding	1.964647989042423	0.508220888704	2
fig|657315.3.peg.2816|ROI_17150	MF	0016887	ATPase activity	1.60504141111494	0.488654212434	3
fig|657315.3.peg.2816|ROI_17150	MF	0017111	nucleoside-triphosphatase activity	1.4260507663341901	0.478094017626	4
fig|657315.3.peg.2816|ROI_17150	MF	0016462	pyrophosphatase activity	1.3975477368918081	0.476352424506	5
fig|657315.3.peg.2816|ROI_17150	MF	0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	1.392326956392016	0.476031505902	6
fig|657315.3.peg.2816|ROI_17150	MF	0016817	hydrolase activity, acting on acid anhydrides	1.3910478074638761	0.475952785573	7
fig|657315.3.peg.2816|ROI_17150	MF	0048037	cofactor binding	1.1608581261510769	0.461143019365	8
fig|657315.3.peg.2816|ROI_17150	MF	0005524	ATP binding	1.0776121399760978	0.45542935962	9
fig|657315.3.peg.2816|ROI_17150	MF	0032559	adenyl ribonucleotide binding	1.0727784099093072	0.455090924351	10
fig|657315.3.peg.2816|ROI_17150	MF	0030554	adenyl nucleotide binding	1.0710212072351364	0.454967704291	11
fig|657315.3.peg.2816|ROI_17150	MF	0035639	purine ribonucleoside triphosphate binding	1.0213134047304435	0.451439195052	12
fig|657315.3.peg.2816|ROI_17150	MF	0032555	purine ribonucleotide binding	1.0144771216176178	0.450947262313	13
fig|657315.3.peg.2816|ROI_17150	MF	0017076	purine nucleotide binding	1.0128181835098522	0.450827636933	14
fig|657315.3.peg.2816|ROI_17150	MF	0008144	drug binding	1.007476885177847	0.450441810985	15
fig|657315.3.peg.2816|ROI_17150	MF	0032553	ribonucleotide binding	0.9966936964727969	0.449659763626	16
fig|657315.3.peg.2816|ROI_17150	MF	0097367	carbohydrate derivative binding	0.9796693589289237	0.448416416185	17
fig|657315.3.peg.2816|ROI_17150	MF	0046872	metal ion binding	0.9051810408828572	0.442844736028	18
fig|657315.3.peg.2816|ROI_17150	MF	0043169	cation binding	0.899844572772238	0.442436919965	19
fig|657315.3.peg.2816|ROI_17150	MF	0000166	nucleotide binding	0.8886906375681305	0.441580605856	20
fig|657315.3.peg.2816|ROI_17150	MF	1901265	nucleoside phosphate binding	0.8886906024053771	0.441580603148	21
fig|657315.3.peg.2816|ROI_17150	MF	0043168	anion binding	0.8800709016580351	0.440915160766	22
fig|657315.3.peg.2816|ROI_17150	MF	0036094	small molecule binding	0.8279464814302127	0.436819751687	23
fig|657315.3.peg.2816|ROI_17150	MF	0016787	hydrolase activity	0.8086198745329579	0.435268622416	24
fig|657315.3.peg.2816|ROI_17150	MF	0043167	ion binding	0.6095913800053979	0.418066835752	25
fig|657315.3.peg.2816|ROI_17150	MF	1901363	heterocyclic compound binding	0.44735338240871897	0.401816266688	26
fig|657315.3.peg.2816|ROI_17150	MF	0097159	organic cyclic compound binding	0.4472416057202917	0.40180413309	27
fig|657315.3.peg.2816|ROI_17150	MF	0005488	binding	0.31271820424453334	0.385897601004	28
fig|657315.3.peg.2816|ROI_17150	MF	0003824	catalytic activity	0.2268954305882835	0.373863902716	29
fig|657315.3.peg.2817|ROI_17160	MF	0003677	DNA binding	1.681315433965367	0.492974375704	1
fig|657315.3.peg.2817|ROI_17160	MF	0003676	nucleic acid binding	1.1514472712400123	0.460507602117	2
fig|657315.3.peg.2817|ROI_17160	MF	1901363	heterocyclic compound binding	0.6689030195173633	0.423453985687	3
fig|657315.3.peg.2817|ROI_17160	MF	0097159	organic cyclic compound binding	0.6687358859550818	0.423439148696	4
fig|657315.3.peg.2817|ROI_17160	MF	0005488	binding	0.4675904090652494	0.403988606083	5
fig|657315.3.peg.2818|ROI_17170	CC	0016021	integral component of membrane	0.8321004075413895	0.437150768877	1
fig|657315.3.peg.2818|ROI_17170	CC	0031224	intrinsic component of membrane	0.8301433139802686	0.436994915603	2
fig|657315.3.peg.2818|ROI_17170	CC	0044425	membrane part	0.8035494782488415	0.434858617816	3
fig|657315.3.peg.2818|ROI_17170	CC	0016020	membrane	0.6939999930478689	0.425661273197	4
fig|657315.3.peg.2819|ROI_17180	MF	0015210	uracil transmembrane transporter activity	4.692120827391166	0.619222131318	1
fig|657315.3.peg.2819|ROI_17180	BP	0015857	uracil transport	4.60976902014441	0.616449810974	1
fig|657315.3.peg.2819|ROI_17180	CC	0016021	integral component of membrane	0.3071176041701918	0.385167215271	1
fig|657315.3.peg.2819|ROI_17180	BP	1904082	pyrimidine nucleobase transmembrane transport	4.60976902014441	0.616449810974	2
fig|657315.3.peg.2819|ROI_17180	MF	0005350	pyrimidine nucleobase transmembrane transporter activity	4.381193396419335	0.60862248292	2
fig|657315.3.peg.2819|ROI_17180	CC	0031224	intrinsic component of membrane	0.30639526600020545	0.385072530437	2
fig|657315.3.peg.2819|ROI_17180	BP	1903791	uracil transmembrane transport	4.60976902014441	0.616449810974	3
fig|657315.3.peg.2819|ROI_17180	MF	0015205	nucleobase transmembrane transporter activity	4.36561980352986	0.608081833574	3
fig|657315.3.peg.2819|ROI_17180	CC	0044425	membrane part	0.2965798218043975	0.383774675126	3
fig|657315.3.peg.2819|ROI_17180	BP	0072531	pyrimidine-containing compound transmembrane transport	4.373057515474045	0.608340159599	4
fig|657315.3.peg.2819|ROI_17180	MF	0015238	drug transmembrane transporter activity	3.0361573908400397	0.557704797815	4
fig|657315.3.peg.2819|ROI_17180	CC	0016020	membrane	0.25614650975686426	0.378187054037	4
fig|657315.3.peg.2819|ROI_17180	BP	0015855	pyrimidine nucleobase transport	4.295465829686637	0.60563434152	5
fig|657315.3.peg.2819|ROI_17180	MF	0022857	transmembrane transporter activity	1.2981810112770793	0.470137608143	5
fig|657315.3.peg.2819|ROI_17180	BP	0015851	nucleobase transport	4.280226160370534	0.605100032204	6
fig|657315.3.peg.2819|ROI_17180	MF	0005215	transporter activity	1.2488605477969712	0.466964527496	6
fig|657315.3.peg.2819|ROI_17180	BP	0006855	drug transmembrane transport	3.059599450501189	0.558679640127	7
fig|657315.3.peg.2819|ROI_17180	BP	0015893	drug transport	2.759168413659524	0.545888013865	8
fig|657315.3.peg.2819|ROI_17180	BP	0042493	response to drug	2.7154395360505528	0.54396913791	9
fig|657315.3.peg.2819|ROI_17180	BP	0042221	response to chemical	1.936708389063407	0.5067685538	10
fig|657315.3.peg.2819|ROI_17180	BP	0071705	nitrogen compound transport	1.7408030107546835	0.496276145456	11
fig|657315.3.peg.2819|ROI_17180	BP	0071702	organic substance transport	1.6323277065875212	0.490211267397	12
fig|657315.3.peg.2819|ROI_17180	BP	0050896	response to stimulus	1.2210004859225254	0.465144389384	13
fig|657315.3.peg.2819|ROI_17180	BP	0055085	transmembrane transport	1.0721895331189621	0.455049641883	14
fig|657315.3.peg.2819|ROI_17180	BP	0006810	transport	0.9152260205896257	0.443609131453	15
fig|657315.3.peg.2819|ROI_17180	BP	0051234	establishment of localization	0.9131103507063022	0.443448484851	16
fig|657315.3.peg.2819|ROI_17180	BP	0051179	localization	0.8977333213623607	0.442275243135	17
fig|657315.3.peg.2820|ROI_17190	CC	0016021	integral component of membrane	0.8319918805237163	0.437142131124	1
fig|657315.3.peg.2820|ROI_17190	CC	0031224	intrinsic component of membrane	0.8300350422172805	0.436986288014	2
fig|657315.3.peg.2820|ROI_17190	CC	0044425	membrane part	0.8034446749971704	0.434850129546	3
fig|657315.3.peg.2820|ROI_17190	CC	0016020	membrane	0.6939094778302003	0.425653384729	4
fig|657315.3.peg.2821|ROI_17200	CC	0016021	integral component of membrane	0.8320963897824184	0.437150449111	1
fig|657315.3.peg.2821|ROI_17200	CC	0031224	intrinsic component of membrane	0.830139305671035	0.436994596213	2
fig|657315.3.peg.2821|ROI_17200	CC	0044425	membrane part	0.803545598346734	0.434858303584	3
fig|657315.3.peg.2821|ROI_17200	CC	0016020	membrane	0.693996642100468	0.425660981169	4
fig|657315.3.peg.2822|ROI_17210	CC	0016021	integral component of membrane	0.831795215813065	0.437126476986	1
fig|657315.3.peg.2822|ROI_17210	CC	0031224	intrinsic component of membrane	0.8298388400604696	0.436970652295	2
fig|657315.3.peg.2822|ROI_17210	CC	0044425	membrane part	0.8032547582224621	0.434834746312	3
fig|657315.3.peg.2822|ROI_17210	CC	0016020	membrane	0.6937454527839585	0.425639088515	4
fig|657315.3.peg.2823|ROI_17220	BP	0006139	nucleobase-containing compound metabolic process	0.7532630007347745	0.430720133213	1
fig|657315.3.peg.2823|ROI_17220	MF	0003676	nucleic acid binding	0.7324144457138242	0.428963924997	1
fig|657315.3.peg.2823|ROI_17220	CC	0005840	ribosome	0.23717050338336368	0.375412624118	1
fig|657315.3.peg.2823|ROI_17220	BP	0006725	cellular aromatic compound metabolic process	0.6851160777682924	0.424884565033	2
fig|657315.3.peg.2823|ROI_17220	MF	1901363	heterocyclic compound binding	0.4254769163233296	0.399411915016	2
fig|657315.3.peg.2823|ROI_17220	CC	1990904	ribonucleoprotein complex	0.22506840722505975	0.373584876659	2
fig|657315.3.peg.2823|ROI_17220	BP	0046483	heterocycle metabolic process	0.6840785538807785	0.424793528196	3
fig|657315.3.peg.2823|ROI_17220	MF	0097159	organic cyclic compound binding	0.4253706057362658	0.399400081814	3
fig|657315.3.peg.2823|ROI_17220	CC	0043232	intracellular non-membrane-bounded organelle	0.21519170146715624	0.372056478899	3
fig|657315.3.peg.2823|ROI_17220	BP	1901360	organic cyclic compound metabolic process	0.6720216635213647	0.423730498667	4
fig|657315.3.peg.2823|ROI_17220	MF	0005488	binding	0.29742566492672606	0.383887354992	4
fig|657315.3.peg.2823|ROI_17220	CC	0043228	non-membrane-bounded organelle	0.2104278300500979	0.371306744088	4
fig|657315.3.peg.2823|ROI_17220	BP	0034641	cellular nitrogen compound metabolic process	0.5461020934664865	0.41200094259	5
fig|657315.3.peg.2823|ROI_17220	CC	0044444	cytoplasmic part	0.17223387303662122	0.364959552227	5
fig|657315.3.peg.2823|ROI_17220	BP	0006807	nitrogen compound metabolic process	0.37164847816772084	0.393218245188	6
fig|657315.3.peg.2823|ROI_17220	CC	0032991	protein-containing complex	0.1704960425833548	0.364654773668	6
fig|657315.3.peg.2823|ROI_17220	BP	0044238	primary metabolic process	0.33656621731041597	0.388936803253	7
fig|657315.3.peg.2823|ROI_17220	CC	0043229	intracellular organelle	0.15126513714039344	0.361172373219	7
fig|657315.3.peg.2823|ROI_17220	BP	0044237	cellular metabolic process	0.31956682663346997	0.386781911458	8
fig|657315.3.peg.2823|ROI_17220	CC	0043226	organelle	0.14832649755596858	0.360621136264	8
fig|657315.3.peg.2823|ROI_17220	BP	0071704	organic substance metabolic process	0.2934529671559763	0.383356726633	9
fig|657315.3.peg.2823|ROI_17220	CC	0005737	cytoplasm	0.1154621458029273	0.354038555293	9
fig|657315.3.peg.2823|ROI_17220	BP	0009987	cellular process	0.22962273693365573	0.374278339644	10
fig|657315.3.peg.2823|ROI_17220	CC	0044424	intracellular part	0.09714306403954431	0.349955619594	10
fig|657315.3.peg.2823|ROI_17220	BP	0008152	metabolic process	0.17483514453016819	0.365412900981	11
fig|657315.3.peg.2823|ROI_17220	CC	0005622	intracellular	0.09714287023287413	0.34995557445	11
fig|657315.3.peg.2823|ROI_17220	CC	0044464	cell part	0.06693644339308545	0.342266257646	12
fig|657315.3.peg.2823|ROI_17220	CC	0005623	cell	0.06400715556618057	0.341435070724	13
fig|657315.3.peg.2824|ROI_17230	MF	0032217	riboflavin transmembrane transporter activity	5.931644733868001	0.658334137478	1
fig|657315.3.peg.2824|ROI_17230	BP	0032218	riboflavin transport	5.834646752760481	0.655430795446	1
fig|657315.3.peg.2824|ROI_17230	CC	0005886	plasma membrane	1.3612792458450795	0.474110462461	1
fig|657315.3.peg.2824|ROI_17230	MF	0090482	vitamin transmembrane transporter activity	4.391554117262013	0.60898163125	2
fig|657315.3.peg.2824|ROI_17230	BP	0051180	vitamin transport	4.19562365614329	0.6021163771	2
fig|657315.3.peg.2824|ROI_17230	CC	0071944	cell periphery	1.2958673311175937	0.469990116996	2
fig|657315.3.peg.2824|ROI_17230	MF	0015238	drug transmembrane transporter activity	3.5761344781873476	0.57928293146	3
fig|657315.3.peg.2824|ROI_17230	BP	0015893	drug transport	3.2498833311415654	0.566458324158	3
fig|657315.3.peg.2824|ROI_17230	CC	0044464	cell part	0.4034966857486547	0.396933056794	3
fig|657315.3.peg.2824|ROI_17230	MF	0008514	organic anion transmembrane transporter activity	3.413180833339693	0.572954036384	4
fig|657315.3.peg.2824|ROI_17230	BP	0042493	response to drug	3.1983773231257535	0.564375792169	4
fig|657315.3.peg.2824|ROI_17230	CC	0005623	cell	0.38583877221388674	0.394892318232	4
fig|657315.3.peg.2824|ROI_17230	MF	0008509	anion transmembrane transporter activity	2.947036070084359	0.553963874934	5
