gene	ontology	GO_id	GO_name
fig|999419.3.peg.3|HMPREF1077_00005	MF	GO:0030246	carbohydrate binding
fig|999419.3.peg.3|HMPREF1077_00005	BP	GO:0006517	protein deglycosylation
fig|999419.3.peg.3|HMPREF1077_00005	CC	GO:0005829	cytosol
fig|999419.3.peg.5|HMPREF1077_00007	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.6|HMPREF1077_00008	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.8|HMPREF1077_00010	MF	GO:0008236	serine-type peptidase activity
fig|999419.3.peg.8|HMPREF1077_00010	BP	GO:0006508	proteolysis
fig|999419.3.peg.8|HMPREF1077_00010	CC	GO:0005737	cytoplasm
fig|999419.3.peg.9|HMPREF1077_00011	MF	GO:0016987	sigma factor activity
fig|999419.3.peg.9|HMPREF1077_00011	BP	GO:2000142	regulation of DNA-templated transcription, initiation
fig|999419.3.peg.10|HMPREF1077_00013	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.11|HMPREF1077_00014	CC	GO:0009279	cell outer membrane
fig|999419.3.peg.12|HMPREF1077_00015	BP	GO:0007218	neuropeptide signaling pathway
fig|999419.3.peg.14|HMPREF1077_00017	MF	GO:0008236	serine-type peptidase activity
fig|999419.3.peg.14|HMPREF1077_00017	BP	GO:0006508	proteolysis
fig|999419.3.peg.14|HMPREF1077_00017	CC	GO:0005737	cytoplasm
fig|999419.3.peg.15|HMPREF1077_00018	MF	GO:0003676	nucleic acid binding
fig|999419.3.peg.15|HMPREF1077_00018	BP	GO:0090305	nucleic acid phosphodiester bond hydrolysis
fig|999419.3.peg.15|HMPREF1077_00018	CC	GO:0005829	cytosol
fig|999419.3.peg.16|HMPREF1077_00019	MF	GO:0015293	symporter activity
fig|999419.3.peg.16|HMPREF1077_00019	BP	GO:0055085	transmembrane transport
fig|999419.3.peg.16|HMPREF1077_00019	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.17|HMPREF1077_00020	MF	GO:0015297	antiporter activity
fig|999419.3.peg.17|HMPREF1077_00020	BP	GO:0055085	transmembrane transport
fig|999419.3.peg.17|HMPREF1077_00020	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.18|HMPREF1077_00021	MF	GO:0036055	protein-succinyllysine desuccinylase activity
fig|999419.3.peg.18|HMPREF1077_00021	BP	GO:0036047	peptidyl-lysine demalonylation
fig|999419.3.peg.18|HMPREF1077_00021	CC	GO:0005737	cytoplasm
fig|999419.3.peg.19|HMPREF1077_00022	MF	GO:0003824	catalytic activity
fig|999419.3.peg.20|HMPREF1077_00023	MF	GO:0016787	hydrolase activity
fig|999419.3.peg.21|HMPREF1077_00025	MF	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
fig|999419.3.peg.21|HMPREF1077_00025	BP	GO:0000413	protein peptidyl-prolyl isomerization
fig|999419.3.peg.22|HMPREF1077_00026	MF	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
fig|999419.3.peg.22|HMPREF1077_00026	BP	GO:0000413	protein peptidyl-prolyl isomerization
fig|999419.3.peg.22|HMPREF1077_00026	CC	GO:0016020	membrane
fig|999419.3.peg.23|HMPREF1077_00027	MF	GO:0043565	sequence-specific DNA binding
fig|999419.3.peg.23|HMPREF1077_00027	BP	GO:0006355	regulation of transcription, DNA-templated
fig|999419.3.peg.24|HMPREF1077_00028	MF	GO:0004252	serine-type endopeptidase activity
fig|999419.3.peg.24|HMPREF1077_00028	BP	GO:0006508	proteolysis
fig|999419.3.peg.24|HMPREF1077_00028	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.25|HMPREF1077_00029	MF	GO:0008855	exodeoxyribonuclease VII activity
fig|999419.3.peg.25|HMPREF1077_00029	CC	GO:0009318	exodeoxyribonuclease VII complex
fig|999419.3.peg.25|HMPREF1077_00029	BP	GO:0006308	DNA catabolic process
fig|999419.3.peg.26|HMPREF1077_00030	MF	GO:0008855	exodeoxyribonuclease VII activity
fig|999419.3.peg.26|HMPREF1077_00030	CC	GO:0009318	exodeoxyribonuclease VII complex
fig|999419.3.peg.26|HMPREF1077_00030	BP	GO:0006308	DNA catabolic process
fig|999419.3.peg.27|HMPREF1077_00031	MF	GO:0050518	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity
fig|999419.3.peg.27|HMPREF1077_00031	BP	GO:0016114	terpenoid biosynthetic process
fig|999419.3.peg.28|HMPREF1077_00032	MF	GO:0004003	ATP-dependent DNA helicase activity
fig|999419.3.peg.28|HMPREF1077_00032	BP	GO:0032508	DNA duplex unwinding
fig|999419.3.peg.29|HMPREF1077_00033	MF	GO:0016787	hydrolase activity
fig|999419.3.peg.29|HMPREF1077_00033	BP	GO:0006508	proteolysis
fig|999419.3.peg.31|HMPREF1077_00035	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.31|HMPREF1077_00035	MF	GO:0016853	isomerase activity
fig|999419.3.peg.31|HMPREF1077_00035	BP	GO:0006094	gluconeogenesis
fig|999419.3.peg.32|HMPREF1077_00036	MF	GO:0004807	triose-phosphate isomerase activity
fig|999419.3.peg.32|HMPREF1077_00036	BP	GO:0006094	gluconeogenesis
fig|999419.3.peg.32|HMPREF1077_00036	CC	GO:0005737	cytoplasm
fig|999419.3.peg.33|HMPREF1077_00037	MF	GO:0042834	peptidoglycan binding
fig|999419.3.peg.33|HMPREF1077_00037	BP	GO:0051301	cell division
fig|999419.3.peg.34|HMPREF1077_00038	MF	GO:0003934	GTP cyclohydrolase I activity
fig|999419.3.peg.553	MF	GO:0016893	endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5-phosphomonoesters	0.3797406769239597	0.394176744919	15
fig|999419.3.peg.2047|HMPREF1077_01996	MF	0016491	oxidoreductase activity	0.13312077579050538	0.35767726532	1
fig|999419.3.peg.2047|HMPREF1077_01996	CC	0031224	intrinsic component of membrane	0.29949506885875643	0.384162359118	2
fig|999419.3.peg.2047|HMPREF1077_01996	BP	0008152	metabolic process	0.19509952466499425	0.368834944317	2
fig|999419.3.peg.2047|HMPREF1077_01996	MF	0003824	catalytic activity	0.030082996925487278	0.329884142382	2
fig|999419.3.peg.2047|HMPREF1077_01996	CC	0044425	membrane part	0.2899006740964665	0.382879201249	3
fig|999419.3.peg.2047|HMPREF1077_01996	CC	0016020	membrane	0.26736401471485943	0.379778933242	4
fig|999419.3.peg.2048|HMPREF1077_01997	MF	0042781	3-tRNA processing endoribonuclease activity
fig|999419.3.peg.2072|HMPREF1077_02020	BP	GO:0006355	regulation of transcription, DNA-templated
fig|999419.3.peg.2072|HMPREF1077_02020	MF	GO:0003677	DNA binding
fig|999419.3.peg.2073|HMPREF1077_02021	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.2073|HMPREF1077_02021	MF	GO:0016787	hydrolase activity
fig|999419.3.peg.2074|HMPREF1077_02022	MF	GO:0004813	alanine-tRNA ligase activity
fig|999419.3.peg.2074|HMPREF1077_02022	BP	GO:0006419	alanyl-tRNA aminoacylation
fig|999419.3.peg.2074|HMPREF1077_02022	CC	GO:0005737	cytoplasm
fig|999419.3.peg.2075|HMPREF1077_02023	MF	GO:0003856	3-dehydroquinate synthase activity
fig|999419.3.peg.2075|HMPREF1077_02023	BP	GO:0009423	chorismate biosynthetic process
fig|999419.3.peg.2075|HMPREF1077_02023	CC	GO:0005737	cytoplasm
fig|999419.3.peg.2076|HMPREF1077_02024	MF	GO:0003677	DNA binding
fig|999419.3.peg.2076|HMPREF1077_02024	BP	GO:0030261	chromosome condensation
fig|999419.3.peg.2077|HMPREF1077_02025	MF	GO:0043565	sequence-specific DNA binding
fig|999419.3.peg.2077|HMPREF1077_02025	BP	GO:0006355	regulation of transcription, DNA-templated
fig|999419.3.peg.2078|HMPREF1077_02026	BP	GO:0000160	phosphorelay signal transduction system
fig|999419.3.peg.2080|HMPREF1077_02028	MF	GO:0003735	structural constituent of ribosome
fig|999419.3.peg.2080|HMPREF1077_02028	BP	GO:0006412	translation
fig|999419.3.peg.2080|HMPREF1077_02028	CC	GO:0005840	ribosome
fig|999419.3.peg.2081|HMPREF1077_02029	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.2082|HMPREF1077_02030	MF	GO:0016987	sigma factor activity
fig|999419.3.peg.2082|HMPREF1077_02030	BP	GO:2000142	regulation of DNA-templated transcription, initiation
fig|999419.3.peg.2084|HMPREF1077_02031	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.2085|HMPREF1077_02032	MF	GO:0018580	nitronate monooxygenase activity
fig|999419.3.peg.2085|HMPREF1077_02032	BP	GO:0055114	oxidation-reduction process
fig|999419.3.peg.2085|HMPREF1077_02032	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.2086|HMPREF1077_02033	MF	GO:0042301	phosphate ion binding
fig|999419.3.peg.2088|HMPREF1077_02035	MF	GO:0004563	beta-N-acetylhexosaminidase activity
fig|999419.3.peg.2088|HMPREF1077_02035	BP	GO:0005975	carbohydrate metabolic process
fig|999419.3.peg.2088|HMPREF1077_02035	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.2089|HMPREF1077_02036	MF	GO:0003677	DNA binding
fig|999419.3.peg.2090|HMPREF1077_02037	MF	GO:0004642	phosphoribosylformylglycinamidine synthase activity
fig|999419.3.peg.2090|HMPREF1077_02037	BP	GO:0006189	de novo IMP biosynthetic process
fig|999419.3.peg.2090|HMPREF1077_02037	CC	GO:0005737	cytoplasm
fig|999419.3.peg.2095|HMPREF1077_02040	MF	GO:0008484	sulfuric ester hydrolase activity
fig|999419.3.peg.2095|HMPREF1077_02040	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.2096|HMPREF1077_02041	BP	GO:0006865	amino acid transport
fig|999419.3.peg.2096|HMPREF1077_02041	CC	GO:0005886	plasma membrane
fig|999419.3.peg.2097|HMPREF1077_02042	MF	GO:0030246	carbohydrate binding
fig|999419.3.peg.2097|HMPREF1077_02042	BP	GO:0016052	carbohydrate catabolic process
fig|999419.3.peg.2097|HMPREF1077_02042	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.2098|HMPREF1077_02043	MF	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds
fig|999419.3.peg.2098|HMPREF1077_02043	BP	GO:0005975	carbohydrate metabolic process
fig|999419.3.peg.2099|HMPREF1077_02044	BP	GO:0006355	regulation of transcription, DNA-templated
fig|999419.3.peg.2099|HMPREF1077_02044	MF	GO:0003677	DNA binding
fig|999419.3.peg.2100|HMPREF1077_02045	MF	GO:0046872	metal ion binding
fig|999419.3.peg.2100|HMPREF1077_02045	CC	GO:0005737	cytoplasm
fig|999419.3.peg.2100|HMPREF1077_02045	BP	GO:0006355	regulation of transcription, DNA-templated
fig|999419.3.peg.2101|HMPREF1077_02046	MF	GO:0003677	DNA binding
fig|999419.3.peg.2103|HMPREF1077_02048	MF	GO:0004386	helicase activity
fig|999419.3.peg.2103|HMPREF1077_02048	BP	GO:0032259	methylation
fig|999419.3.peg.2104|HMPREF1077_02049	BP	GO:0006306	DNA methylation
fig|999419.3.peg.2104|HMPREF1077_02049	MF	GO:0008170	N-methyltransferase activity
fig|999419.3.peg.2105|HMPREF1077_02050	MF	GO:0008168	methyltransferase activity
fig|999419.3.peg.2105|HMPREF1077_02050	BP	GO:0032259	methylation
fig|999419.3.peg.2108|HMPREF1077_02053	MF	GO:0016787	hydrolase activity
fig|999419.3.peg.2109|HMPREF1077_02054	BP	GO:0009291	unidirectional conjugation
fig|999419.3.peg.2109|HMPREF1077_02054	CC	GO:0016020	membrane
fig|999419.3.peg.2109|HMPREF1077_02054	MF	GO:0003677	DNA binding
fig|999419.3.peg.2110	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.2111|HMPREF1077_02055	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.2118|HMPREF1077_02062	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.2119|HMPREF1077_02063	MF	GO:0051536	iron-sulfur cluster binding
fig|999419.3.peg.2121|HMPREF1077_02065	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.2122|HMPREF1077_02066	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.2125|HMPREF1077_02068	MF	GO:0005524	ATP binding
fig|999419.3.peg.2128|HMPREF1077_02071	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.2131|HMPREF1077_02073	MF	GO:0003964	RNA-directed DNA polymerase activity
fig|999419.3.peg.2131|HMPREF1077_02073	BP	GO:0006278	RNA-dependent DNA biosynthetic process
fig|999419.3.peg.2133|HMPREF1077_02075	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.2134|HMPREF1077_02077	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.2135|HMPREF1077_02078	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.2136|HMPREF1077_02079	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.2141|HMPREF1077_02084	MF	GO:0004222	metalloendopeptidase activity
fig|999419.3.peg.2141|HMPREF1077_02084	BP	GO:0006508	proteolysis
fig|999419.3.peg.2141|HMPREF1077_02084	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.2146|HMPREF1077_02088	MF	GO:0003677	DNA binding
fig|999419.3.peg.2149|HMPREF1077_02091	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.2152|HMPREF1077_02093	MF	GO:0043565	sequence-specific DNA binding
fig|999419.3.peg.2152|HMPREF1077_02093	BP	GO:0006355	regulation of transcription, DNA-templated
fig|999419.3.peg.2152|HMPREF1077_02093	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.2154|HMPREF1077_02096	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.2155|HMPREF1077_02097	MF	GO:0008236	serine-type peptidase activity
fig|999419.3.peg.2155|HMPREF1077_02097	BP	GO:0006508	proteolysis
fig|999419.3.peg.2157|HMPREF1077_02099	MF	GO:0008237	metallopeptidase activity
fig|999419.3.peg.2157|HMPREF1077_02099	BP	GO:0006508	proteolysis
fig|999419.3.peg.2158|HMPREF1077_02100	MF	GO:0022857	transmembrane transporter activity
fig|999419.3.peg.2158|HMPREF1077_02100	BP	GO:0055085	transmembrane transport
fig|999419.3.peg.2158|HMPREF1077_02100	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.2167|HMPREF1077_02109	CC	GO:0005886	plasma membrane
fig|999419.3.peg.2168|HMPREF1077_02110	MF	GO:0008233	peptidase activity
fig|999419.3.peg.2168|HMPREF1077_02110	BP	GO:0006508	proteolysis
fig|999419.3.peg.2168|HMPREF1077_02110	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.2170|HMPREF1077_02112	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.2171|HMPREF1077_02113	MF	GO:0008233	peptidase activity
fig|999419.3.peg.2171|HMPREF1077_02113	BP	GO:0006508	proteolysis
fig|999419.3.peg.2172|HMPREF1077_02114	MF	GO:0000155	phosphorelay sensor kinase activity
fig|999419.3.peg.2172|HMPREF1077_02114	BP	GO:0023014	signal transduction by protein phosphorylation
fig|999419.3.peg.2172|HMPREF1077_02114	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.2173|HMPREF1077_02115	MF	GO:0008134	transcription factor binding
fig|999419.3.peg.2173|HMPREF1077_02115	BP	GO:0000160	phosphorelay signal transduction system
fig|999419.3.peg.2182	MF	GO:0003677	DNA binding
fig|999419.3.peg.2183|HMPREF1077_02124	MF	GO:0003677	DNA binding
fig|999419.3.peg.2184|HMPREF1077_02125	BP	GO:0015074	DNA integration
fig|999419.3.peg.2184|HMPREF1077_02125	MF	GO:0003677	DNA binding
fig|999419.3.peg.2185|HMPREF1077_02127	MF	GO:0008233	peptidase activity
fig|999419.3.peg.2185|HMPREF1077_02127	BP	GO:0006508	proteolysis
fig|999419.3.peg.2186|HMPREF1077_02128	MF	GO:0016787	hydrolase activity
fig|999419.3.peg.2187|HMPREF1077_02129	BP	GO:0006355	regulation of transcription, DNA-templated
fig|999419.3.peg.2187|HMPREF1077_02129	MF	GO:0003677	DNA binding
fig|999419.3.peg.2188|HMPREF1077_02130	MF	GO:0046872	metal ion binding
fig|999419.3.peg.2188|HMPREF1077_02130	CC	GO:0005737	cytoplasm
fig|999419.3.peg.2188|HMPREF1077_02130	BP	GO:0006355	regulation of transcription, DNA-templated
fig|999419.3.peg.2189|HMPREF1077_02131	MF	GO:0016787	hydrolase activity
fig|999419.3.peg.2189|HMPREF1077_02131	BP	GO:0055114	oxidation-reduction process
fig|999419.3.peg.2190|HMPREF1077_02132	MF	GO:0020037	heme binding
fig|999419.3.peg.2190|HMPREF1077_02132	BP	GO:0022900	electron transport chain
fig|999419.3.peg.2192|HMPREF1077_02134	MF	GO:0020037	heme binding
fig|999419.3.peg.2192|HMPREF1077_02134	BP	GO:0022900	electron transport chain
fig|999419.3.peg.2194|HMPREF1077_02136	MF	GO:0008483	transaminase activity
fig|999419.3.peg.2199|HMPREF1077_02139	MF	GO:0008861	formate C-acetyltransferase activity
fig|999419.3.peg.2199|HMPREF1077_02139	BP	GO:0005975	carbohydrate metabolic process
fig|999419.3.peg.2199|HMPREF1077_02139	CC	GO:0005737	cytoplasm
fig|999419.3.peg.2200|HMPREF1077_02140	MF	GO:0043365	[formate-C-acetyltransferase]-activating enzyme activity
fig|999419.3.peg.2200|HMPREF1077_02140	BP	GO:0055114	oxidation-reduction process
fig|999419.3.peg.2200|HMPREF1077_02140	CC	GO:0005737	cytoplasm
fig|999419.3.peg.2202|HMPREF1077_02142	MF	GO:0051920	peroxiredoxin activity
fig|999419.3.peg.2202|HMPREF1077_02142	BP	GO:0006979	response to oxidative stress
fig|999419.3.peg.2202|HMPREF1077_02142	CC	GO:0005623	cell
fig|999419.3.peg.2203|HMPREF1077_02143	MF	GO:0008785	alkyl hydroperoxide reductase activity
fig|999419.3.peg.2203|HMPREF1077_02143	BP	GO:0000302	response to reactive oxygen species
fig|999419.3.peg.2203|HMPREF1077_02143	CC	GO:0005623	cell
fig|999419.3.peg.2204|HMPREF1077_02144	MF	GO:0004563	beta-N-acetylhexosaminidase activity
fig|999419.3.peg.2204|HMPREF1077_02144	BP	GO:0005975	carbohydrate metabolic process
fig|999419.3.peg.2206|HMPREF1077_02146	MF	GO:0016787	hydrolase activity
fig|999419.3.peg.2207|HMPREF1077_02147	MF	GO:0016874	ligase activity
fig|999419.3.peg.2207|HMPREF1077_02147	BP	GO:0009058	biosynthetic process
fig|999419.3.peg.2209|HMPREF1077_02149	MF	GO:0008831	dTDP-4-dehydrorhamnose reductase activity
fig|999419.3.peg.2209|HMPREF1077_02149	BP	GO:0019305	dTDP-rhamnose biosynthetic process
fig|999419.3.peg.2210|HMPREF1077_02150	BP	GO:0006449	regulation of translational termination
fig|999419.3.peg.2210|HMPREF1077_02150	MF	GO:0016149	translation release factor activity, codon specific
fig|999419.3.peg.2210|HMPREF1077_02150	CC	GO:0005737	cytoplasm
fig|999419.3.peg.2212|HMPREF1077_02152	MF	GO:0016787	hydrolase activity
fig|999419.3.peg.2212|HMPREF1077_02152	BP	GO:0016311	dephosphorylation
fig|999419.3.peg.2212|HMPREF1077_02152	MF	GO:0008253	5-nucleotidase activity	0.6389512999341785	0.420764791451	2
fig|999419.3.peg.2212|HMPREF1077_02152	BP	0006796	phosphate-containing compound metabolic process	0.16138876496641844	0.363031516244	2
fig|999419.3.peg.2212|HMPREF1077_02152	MF	0003824	catalytic activity	0.6314223309421633	0.420078950681	3
fig|999419.3.peg.2212|HMPREF1077_02152	BP	0006793	phosphorus metabolic process	0.15989472527315615	0.362760889493	3
fig|999419.3.peg.2212|HMPREF1077_02152	MF	0008252	nucleotidase activity	0.612292765066687	0.418317748867	4
fig|999419.3.peg.2212|HMPREF1077_02152	BP	0044237	cellular metabolic process	0.052889231021795026	0.338092600576	4
fig|999419.3.peg.2212|HMPREF1077_02152	MF	0016791	phosphatase activity	0.4080477239913052	0.397451746543	5
fig|999419.3.peg.2212|HMPREF1077_02152	BP	0009987	cellular process	0.03800322489502425	0.3330058918	5
fig|999419.3.peg.2212|HMPREF1077_02152	MF	0042578	phosphoric ester hydrolase activity	0.37873140048588616	0.394057759964	6
fig|999419.3.peg.2212|HMPREF1077_02152	BP	0008152	metabolic process	0.028935720416283377	0.329399250008	6
fig|999419.3.peg.2212|HMPREF1077_02152	MF	0016788	hydrolase activity, acting on ester bonds	0.25821937830991765	0.378483802299	7
fig|999419.3.peg.2214|HMPREF1077_02154	MF	0070677	rRNA (cytosine-2-O-)-methyltransferase activity
fig|999419.3.peg.2216|HMPREF1077_02156	MF	GO:0004518	nuclease activity
fig|999419.3.peg.2216|HMPREF1077_02156	BP	GO:0090305	nucleic acid phosphodiester bond hydrolysis
fig|999419.3.peg.2217|HMPREF1077_02157	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.2219|HMPREF1077_02159	BP	GO:0031167	rRNA methylation
fig|999419.3.peg.2219|HMPREF1077_02159	MF	GO:0008168	methyltransferase activity
fig|999419.3.peg.2220|HMPREF1077_02160	MF	GO:0008808	cardiolipin synthase activity
fig|999419.3.peg.2220|HMPREF1077_02160	BP	GO:0032049	cardiolipin biosynthetic process
fig|999419.3.peg.2220|HMPREF1077_02160	CC	GO:0005886	plasma membrane
fig|999419.3.peg.2221|HMPREF1077_02161	MF	GO:0004252	serine-type endopeptidase activity
fig|999419.3.peg.2221|HMPREF1077_02161	BP	GO:0006508	proteolysis
fig|999419.3.peg.2221|HMPREF1077_02161	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.2222|HMPREF1077_02162	MF	GO:0004180	carboxypeptidase activity
fig|999419.3.peg.2222|HMPREF1077_02162	BP	GO:0006508	proteolysis
fig|999419.3.peg.2222|HMPREF1077_02162	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.2223|HMPREF1077_02163	MF	GO:0016987	sigma factor activity
fig|999419.3.peg.2223|HMPREF1077_02163	BP	GO:2000142	regulation of DNA-templated transcription, initiation
fig|999419.3.peg.2224|HMPREF1077_02164	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.2225|HMPREF1077_02165	CC	GO:0009279	cell outer membrane
fig|999419.3.peg.2227|HMPREF1077_02167	MF	GO:0016740	transferase activity
fig|999419.3.peg.2227|HMPREF1077_02167	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.2228|HMPREF1077_02169	MF	GO:0004563	beta-N-acetylhexosaminidase activity
fig|999419.3.peg.2228|HMPREF1077_02169	BP	GO:0005975	carbohydrate metabolic process
fig|999419.3.peg.2230|HMPREF1077_02171	MF	GO:0016787	hydrolase activity
fig|999419.3.peg.2231|HMPREF1077_02172	MF	GO:0004673	protein histidine kinase activity
fig|999419.3.peg.2231|HMPREF1077_02172	BP	GO:0023014	signal transduction by protein phosphorylation
fig|999419.3.peg.2231|HMPREF1077_02172	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.2232|HMPREF1077_02173	CC	GO:0005840	ribosome
fig|999419.3.peg.2233|HMPREF1077_02174	CC	GO:0015934	large ribosomal subunit
fig|999419.3.peg.2233|HMPREF1077_02174	MF	GO:0003735	structural constituent of ribosome
fig|999419.3.peg.2233|HMPREF1077_02174	BP	GO:0006412	translation
fig|999419.3.peg.2234|HMPREF1077_02175	MF	GO:0033818	beta-ketoacyl-acyl-carrier-protein synthase III activity
fig|999419.3.peg.2234|HMPREF1077_02175	BP	GO:0006633	fatty acid biosynthetic process
fig|999419.3.peg.2234|HMPREF1077_02175	CC	GO:0005737	cytoplasm
fig|999419.3.peg.2235|HMPREF1077_02176	MF	GO:0070181	small ribosomal subunit rRNA binding
fig|999419.3.peg.2235|HMPREF1077_02176	BP	GO:0042274	ribosomal small subunit biogenesis
fig|999419.3.peg.2235|HMPREF1077_02176	CC	GO:0005886	plasma membrane
fig|999419.3.peg.2236|HMPREF1077_02177	MF	GO:0005525	GTP binding
fig|999419.3.peg.2236|HMPREF1077_02177	BP	GO:0042254	ribosome biogenesis
fig|999419.3.peg.2238|HMPREF1077_02179	MF	GO:0051539	4 iron, 4 sulfur cluster binding
fig|999419.3.peg.2238|HMPREF1077_02179	BP	GO:0055114	oxidation-reduction process
fig|999419.3.peg.2242|HMPREF1077_02182	MF	GO:0042626	ATPase activity, coupled to transmembrane movement of substances
fig|999419.3.peg.2242|HMPREF1077_02182	BP	GO:0055085	transmembrane transport
fig|999419.3.peg.2242|HMPREF1077_02182	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.2243|HMPREF1077_02183	MF	GO:0004560	alpha-L-fucosidase activity
fig|999419.3.peg.2243|HMPREF1077_02183	BP	GO:0008152	metabolic process
fig|999419.3.peg.2245|HMPREF1077_02185	BP	GO:0072502	cellular trivalent inorganic anion homeostasis
fig|999419.3.peg.2245|HMPREF1077_02185	CC	GO:0005737	cytoplasm
fig|999419.3.peg.2246|HMPREF1077_02186	MF	GO:0015415	ATPase-coupled phosphate ion transmembrane transporter activity
fig|999419.3.peg.2246|HMPREF1077_02186	BP	GO:0035435	phosphate ion transmembrane transport
fig|999419.3.peg.2246|HMPREF1077_02186	CC	GO:0005886	plasma membrane
fig|999419.3.peg.2247|HMPREF1077_02187	BP	GO:0035435	phosphate ion transmembrane transport
fig|999419.3.peg.2247|HMPREF1077_02187	MF	GO:0005315	inorganic phosphate transmembrane transporter activity
fig|999419.3.peg.2247|HMPREF1077_02187	CC	GO:0005887	integral component of plasma membrane
fig|999419.3.peg.2248|HMPREF1077_02188	MF	GO:0005315	inorganic phosphate transmembrane transporter activity
fig|999419.3.peg.2248|HMPREF1077_02188	BP	GO:0006817	phosphate ion transport
fig|999419.3.peg.2248|HMPREF1077_02188	CC	GO:0005886	plasma membrane
fig|999419.3.peg.2249|HMPREF1077_02189	MF	GO:0016787	hydrolase activity
fig|999419.3.peg.2249|HMPREF1077_02189	BP	GO:0000272	polysaccharide catabolic process
fig|999419.3.peg.2250|HMPREF1077_02190	MF	GO:0016787	hydrolase activity
fig|999419.3.peg.2251|HMPREF1077_02191	MF	GO:0008697	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase activity
fig|999419.3.peg.2251|HMPREF1077_02191	BP	GO:0045490	pectin catabolic process
fig|999419.3.peg.2251|HMPREF1077_02191	CC	GO:0005829	cytosol
fig|999419.3.peg.2252|HMPREF1077_02192	MF	GO:0008874	gluconate 5-dehydrogenase activity
fig|999419.3.peg.2252|HMPREF1077_02192	BP	GO:0055114	oxidation-reduction process
fig|999419.3.peg.2252|HMPREF1077_02192	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.2253|HMPREF1077_02193	BP	GO:0006084	acetyl-CoA metabolic process
fig|999419.3.peg.2253|HMPREF1077_02193	MF	GO:0016740	transferase activity
fig|999419.3.peg.2254|HMPREF1077_02194	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.2255|HMPREF1077_02196	BP	GO:0006400	tRNA modification
fig|999419.3.peg.2255|HMPREF1077_02196	MF	GO:0051539	4 iron, 4 sulfur cluster binding
fig|999419.3.peg.2255|HMPREF1077_02196	CC	GO:0005737	cytoplasm
fig|999419.3.peg.2258|HMPREF1077_02199	BP	GO:0051301	cell division
fig|999419.3.peg.2258|HMPREF1077_02199	CC	GO:0005886	plasma membrane
fig|999419.3.peg.2259|HMPREF1077_02200	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.2260|HMPREF1077_02201	MF	GO:0050380	undecaprenyl-diphosphatase activity
fig|999419.3.peg.2260|HMPREF1077_02201	BP	GO:0046677	response to antibiotic
fig|999419.3.peg.2260|HMPREF1077_02201	CC	GO:0005886	plasma membrane
fig|999419.3.peg.2261|HMPREF1077_02202	BP	GO:0031119	tRNA pseudouridine synthesis
fig|999419.3.peg.2261|HMPREF1077_02202	MF	GO:0106029	tRNA pseudouridine synthase activity
